real_id,nb_assigned_ids,nb_original_fp,ratio,max_chain
7fd39831-e264-4ed0-a0b6-8d05bbcbb38c,1,2,2.000000,2
c17f5405-360e-43d7-9b50-bccf6faf2207,1,55,55.000000,55
299be603-a667-4e4b-9287-3e88c441d26c,1,23,23.000000,23
907af844-581a-4044-8ddb-8bcc91df32f9,1,49,49.000000,49
f2d0957c-12af-426d-8d09-fdbbb4e0de0b,2,36,18.000000,24
30f64336-9100-4dbf-b67b-4a2096a38da9,2,17,8.500000,14
c07ff153-9e23-4312-a895-634db3ee5e20,6,52,8.666667,23
da1a2d7f-932d-4a30-b182-c07ecc3443ac,6,25,4.166667,7
70aa3c86-1745-40da-9072-13ac3ed78efd,1,48,48.000000,48
686a875f-c72b-4803-b21d-8a7401fe132a,4,23,5.750000,10
a570d9cd-f8c7-4a04-acd2-701cc226b960,1,2,2.000000,2
91675abf-4d79-497f-8fa5-224ae0472254,2,46,23.000000,45
5ac34c91-a3b4-4a11-a940-a4babf02057f,1,35,35.000000,35
10c196fc-2c76-4e4b-b628-4472949c39c3,1,56,56.000000,56
2f38656b-76d5-4b46-a81d-c90b96495673,6,56,9.333333,23
31fa27b8-6c4d-47b2-8566-b4af4d9ca9e8,9,55,6.111111,23
f812d842-42ac-4a21-8073-f483c059ca2d,1,34,34.000000,34
2bef0281-b2d9-41ac-967c-45835e5ba8c0,8,52,6.500000,21
36027d15-9fa5-4ada-bf4b-ed5b5daa5587,1,8,8.000000,8
d4be492d-c9ee-46a0-b1ab-076386b61b85,1,2,2.000000,2
5a772c33-5555-4594-83d5-0410a67adc71,2,12,6.000000,9
7a26546e-0a07-423c-9e97-0ef56212920d,3,56,18.666667,48
039c70da-6930-47d6-bdfd-f1d429ade760,1,15,15.000000,15
2847c646-a1c3-45b5-815f-46681e3db9c1,1,40,40.000000,40
a1a87013-2cc1-4ab5-a85b-9fd21ffffe4b,1,43,43.000000,43
340b7157-11e5-4463-a088-59ca98df39cd,1,41,41.000000,41
505a6b31-fc4e-421d-9a42-4882535d0da2,1,14,14.000000,14
efca79c2-0b12-4ce7-a28f-68ad9193990d,4,50,12.500000,33
bf3f096b-5f9c-4174-ab8a-49e7a574f4c7,1,38,38.000000,38
cb8044c4-b13f-45a5-a981-ad46f7a15bd9,1,12,12.000000,12
df2d69ac-fbca-4b9e-8df4-d499bb27b403,1,35,35.000000,35
6a62a318-0245-4aa5-9f3f-a6e200f8724a,7,49,7.000000,26
5f118823-51ee-47bb-859f-1316523af0ed,6,43,7.166667,10
1f84d45e-8689-42bf-9ad5-0f9c8753fbde,1,5,5.000000,5
7413fd0f-0de7-4b60-b466-60b0bdd9a9c9,3,35,11.666667,22
ece552c2-b04a-49f3-a01f-244ea2be828f,6,33,5.500000,9
06bc34ca-c98b-4c0d-9276-b7cf78be600e,1,1,1.000000,1
4f2ed62c-2a18-4888-86c1-aa01ba21b64f,1,41,41.000000,41
0062535e-d9ab-4cb0-ae8f-79133b440129,1,50,50.000000,50
ac7c0dae-6fe3-48e3-97b7-ab62571a0eb1,2,52,26.000000,51
68e7ae29-15ff-402c-adc1-76d5a932c984,1,41,41.000000,41
fd026db8-dad8-4f55-8016-d469844b2862,1,38,38.000000,38
169a37aa-17e8-4998-adea-e8e08e08013f,1,3,3.000000,3
f61809d2-a428-4a2c-81e4-461ea9908687,3,40,13.333333,25
b8f4eb79-baaf-442b-ada2-5bcd5cf89df4,1,49,49.000000,49
d8d2f244-6fe8-4084-86a0-7a0763b579ce,4,47,11.750000,39
935eb020-a824-4cdc-9442-727a6d9e019e,1,33,33.000000,33
b811ccd0-a9ef-40ef-8326-d8efbf85e50f,1,38,38.000000,38
6bbe076c-62a2-4eae-9e57-e45c85c909b2,1,1,1.000000,1
b2adc949-f710-48f8-8159-5533f440730d,3,39,13.000000,22
b5ffd988-ffeb-4513-b78a-5806be0c7dbf,4,33,8.250000,16
e4ab94f4-8c05-4815-afbf-3470cfa23a6a,3,30,10.000000,26
7d7d8bee-c73e-4544-a78c-2d4e29f75749,1,35,35.000000,35
8d7e30ed-2eb2-48c9-ad99-3d0e8cf03e99,1,10,10.000000,10
2657b615-04b0-4c11-8343-1245c9c07676,2,44,22.000000,43
af421bd7-84d7-4b0b-b621-c9b4091d1b06,1,6,6.000000,6
519e56e4-9bbe-493d-9a82-70f9d8dc5c69,4,45,11.250000,24
0feedf09-ee01-43ea-9489-1b58a00ba227,1,30,30.000000,30
f4f25187-82c7-4265-9bf9-71bc8ed1701f,1,31,31.000000,31
e00872da-35ca-4faf-98f0-3eacdc654102,2,22,11.000000,20
39107c52-98c9-4a75-b505-271294fac465,3,51,17.000000,45
1729815c-0eca-4350-ab5c-5ce2c530fcd4,1,10,10.000000,10
ee629236-d81f-4548-822a-11f979d7f013,5,38,7.600000,13
f258256f-54bc-46fc-baca-9df34d5ff3ac,2,44,22.000000,34
33ee54b5-0d80-4b24-b785-abcf45ee1e3f,1,19,19.000000,19
1bc74fba-d84b-4bcc-9386-cb329e96d9e3,1,6,6.000000,6
a714a287-37fd-4f34-ad8a-46580b566abe,2,30,15.000000,16
18812d7d-3e1e-4084-ad30-79ac968a2fa5,2,48,24.000000,45
8e72a8bd-ae9b-460b-9573-aba4b21efb12,1,41,41.000000,41
d7969eaf-cd67-4ac5-b060-393d864f8525,1,24,24.000000,24
bf609a7c-229e-4dc7-82df-8162b6648e97,1,38,38.000000,38
4f84b332-20fa-45e8-b9e0-e9fd0839492a,2,35,17.500000,32
5771f07a-575e-4004-a3a5-db3ee44bb1b0,1,14,14.000000,14
a06a6baa-a68b-42fe-a709-0053627f90d7,2,35,17.500000,26
42a98cef-7642-414d-a916-237ceb0abbf6,2,17,8.500000,9
dca7d97b-a46b-482b-b513-4c3ef1fa7dbf,1,36,36.000000,36
68942969-0475-4a26-931b-d1d8043a659c,1,10,10.000000,10
59751180-e355-4bfc-b5a2-5c571dfc6efa,1,3,3.000000,3
21cbaff6-4d5f-4083-9edf-9523563b74ae,1,21,21.000000,21
c49c5729-6dda-416a-91d6-3fec37394388,1,17,17.000000,17
c15796a9-88e4-406f-bd36-788d0e579acd,1,7,7.000000,7
48a3cfba-dcdc-4833-886c-5cc284e12343,1,46,46.000000,46
faede4bf-624b-414f-8bff-7f3bbfc74f7b,1,36,36.000000,36
553ad3d4-3bb0-43b3-ad8a-356e97057a27,1,41,41.000000,41
23adb02f-8cae-4303-bbd5-f125e974560d,5,30,6.000000,14
e51675c9-0801-4428-adc3-cf4b532be589,1,3,3.000000,3
97c26efe-10d8-4b54-8918-61fce6c86e73,1,39,39.000000,39
5e5bd954-ae5a-4f7d-a16b-85bc7f3203e5,3,41,13.666667,21
51e67b1a-ddcd-479b-8d42-f1d1410e814d,3,8,2.666667,3
36a6b0df-5d2f-43d0-afd8-c151b0ebd25b,1,3,3.000000,3
9c552fa8-fe9f-4618-86af-58441f5987ae,1,45,45.000000,45
5d6b65a6-6a87-4085-900c-575ab429c359,1,28,28.000000,28
718eaf95-e9e2-42a2-ba4c-5316b5f45fdf,2,30,15.000000,16
94560f9c-6b13-4732-ac39-78f6d48a8133,1,2,2.000000,2
6ba68ba3-3aee-4198-9e5e-f659b55375bd,1,4,4.000000,4
5c2dcee3-4c6f-4ac5-bebf-393949ab845c,3,23,7.666667,10
374b89ae-6635-4710-aa3a-b1628e146d8a,1,1,1.000000,1
6ac4be27-6951-4110-953b-42994ca04dfc,1,3,3.000000,3
45408613-9964-47f1-ab70-7690b988b705,1,7,7.000000,7
8144d312-23f4-4c5b-b369-7f52ee2900c9,3,37,12.333333,28
ccf8bf15-e8fb-483c-83c9-e0523a2d0daa,1,1,1.000000,1
22d63a23-9d58-4c8c-b5fc-433ef6baa9fb,2,36,18.000000,35
0bf501d7-065a-4459-a4aa-29fb7b0e7d69,1,28,28.000000,28
78d36156-f985-41f2-b808-8ffa7a87f4b9,1,1,1.000000,1
6c1f708c-f3e9-4d9e-a0ae-311ba42c139a,1,6,6.000000,6
8aa0c34c-dda5-43e4-a825-202ddad15708,2,22,11.000000,20
27b1e11e-8d9e-467d-8636-df88f9641094,1,36,36.000000,36
15f3a523-0299-4249-8ccc-fee0b320040f,4,36,9.000000,14
2f843830-e489-45c6-a140-48ef168f7d3e,1,9,9.000000,9
618b27ad-6280-4709-8245-2f34c8e13f53,1,14,14.000000,14
17b99863-8bfd-492d-8451-374fd7cde36c,1,2,2.000000,2
bb4fc561-441d-4dc9-b9b0-9248820ad968,1,2,2.000000,2
c28aa37d-571e-4b43-bf01-aa14eeb765e7,2,32,16.000000,30
941cbc5b-b82c-4e79-98d7-87808e8819b9,1,18,18.000000,18
bb86048e-c4fd-4bc1-8fda-a4fb5b391a14,1,37,37.000000,37
142269c1-304f-434d-be4c-cbe566ba1379,1,24,24.000000,24
7df7a9b0-729a-40ef-9403-c28f90d19453,1,4,4.000000,4
a7b146b8-7a3c-4fdc-b0cd-416fa5b618c7,6,33,5.500000,11
823d6947-79a9-472f-8242-e07220bcaa02,1,23,23.000000,23
aea7bc17-b661-4da9-803a-347339e457bc,1,31,31.000000,31
a5f01fef-bcda-49d6-b726-2fe0d7a4e928,5,23,4.600000,8
5f993501-e331-41f8-88ef-8789acff3d7f,1,3,3.000000,3
475f6ef0-4e4c-4fdc-b24f-529a349d521e,1,1,1.000000,1
5e3d6bde-1451-4103-89a6-c67d81f63ed6,2,13,6.500000,11
f1f761d6-552f-4f35-be9e-b094d7b78160,1,29,29.000000,29
adf5227c-74ef-49bf-b9fc-2fb8cf302732,1,5,5.000000,5
9c862f56-7315-43ed-9922-be53b612c26b,1,18,18.000000,18
105b0c95-40d4-43ed-9328-6cbeb200183c,1,10,10.000000,10
e7dddb75-ce7a-4c4a-a047-cd3c7c12c4f7,1,1,1.000000,1
bc89da45-e92d-43b3-82e6-e4633ecdb0db,1,6,6.000000,6
bdc5938a-77a5-4148-8281-898e87238451,1,21,21.000000,21
fff9db58-c20e-4f2c-b07d-9937b70a1273,1,1,1.000000,1
e0d3387e-cac6-41e5-b9f5-963818301cf3,3,13,4.333333,7
53b3084a-f3e3-425b-899d-42dd80c2d0ef,9,19,2.111111,5
628a06f1-ca1e-4e6e-9b38-5e23da554b53,2,10,5.000000,6
a7f1b3c9-e8d6-4ed4-a7c3-2a17b414596a,1,1,1.000000,1
bc19c32d-a271-4dd7-b5e6-62d36d1a3128,1,16,16.000000,16
667dd617-b20d-4e76-bbd8-c70e206668c5,3,11,3.666667,7
c3af36ba-81f4-4652-9523-44f2217dc0f0,2,10,5.000000,9
1d39f953-a08e-494e-acf6-e594832b010a,1,6,6.000000,6
